979	-0.05096595;-0.0689734;-0.03090723;-0.05568018;0.00767007;0.02125306;-0.06280658;0.06184995;-0.02179109;-0.0137882;0.01162477;-0.06478172;-0.07076226;-0.00698215;0.11334106;0.04951592;0.03046545;-0.06492654;-0.07421828;0.02597729;0.04064074;-0.01442567;-0.02415267;0.01574203;-0.05514736
69	-0.39648842;0.48414141;0.05693497;0.01160428;-0.02234143;-0.09861826;-0.02642065;-0.0302706;-0.01946422;-0.05290574;0.00070889;-0.13502293;0.20799931;-0.01674822;0.2168258;0.17822086;0.08618885;-0.07440583;0.13837439;0.09539632;0.09171785;-0.15523879;-0.25520629;-0.01295527;0.12871712
395	-0.03750173;-0.08547119;-0.04878025;-0.02952015;0.00023121;0.00699233;-0.05303594;-0.00796582;-0.00661711;0.01165217;0.02213168;-0.02790957;-0.04575534;0.0167421;0.05241432;-0.04036414;-0.00648778;0.00844118;0.03261366;0.04052839;-0.00965098;0.00014777;0.01063066;-0.07724847;-0.03171887
87	0.40070451;0.12121789;-0.05207059;-0.03207034;-0.00675827;-0.03262398;-0.02773132;0.29337973;0.06169983;0.03974549;-0.00553025;0.02565933;0.00120175;0.01783438;-0.00736264;-0.01013894;0.03760994;-0.0172282;0.02902469;0.01410834;0.00500906;-0.01019447;-0.0421221;-0.01289799;0.0030337
484	-0.24319427;0.20383503;0.44614689;-0.42650845;-0.17364846;-0.29547155;0.13641988;-0.0974325;0.11796011;0.0214021;0.06423369;0.09353177;-0.16853878;-0.15691076;-0.1081706;0.03140777;-0.08102174;-0.06514809;-0.11745231;-0.0975896;0.0978505;0.01762722;0.0044885;0.04724768;-0.01262247
642	-0.04345732;-0.17247487;0.21148765;0.18990467;0.00995585;-0.04410715;-0.09768777;0.34343489;-0.20453563;-0.09859481;-0.08129012;0.35739844;0.07648469;-0.05609314;-0.11769145;-0.04339638;-0.11180314;-0.05839054;0.02255687;-0.14304357;-0.01145736;0.02009401;-0.09851692;-0.10004697;-0.02641494
292	-0.25783836;0.20881558;0.4370524;-0.4189972;-0.12687895;-0.33171212;0.16426474;0.05366145;0.21395879;0.11488313;0.0624826;0.11209212;-0.10732206;-0.03547789;0.14105275;0.11219751;0.10095066;0.12402363;0.03496394;-0.10959496;-0.12646013;-0.01966271;-0.04148086;-0.04915186;0.02480705
428	-0.20290554;0.18370667;0.10895161;0.27848891;-0.04643925;-0.0104302;-0.10374908;0.00182885;-0.08156325;0.01309871;0.0026323;0.13155175;-0.03033213;0.05633812;0.10203253;-0.04660294;0.08549146;0.066756;-0.05503932;-0.03918915;-0.03554273;-0.04619852;0.05234803;-0.07540224;0.08755254
877	-0.21496554;0.1986317;-0.04643108;0.03291156;0.00633691;-0.0022865;-0.08504248;-0.02187451;-0.05510262;-0.03289507;0.00545943;0.01074287;-0.07225417;-0.0265886;-0.03923356;-0.01968376;-0.16424794;-0.00386889;0.10860402;0.03572881;-0.04992534;0.01998416;-0.00055258;0.07268517;-0.03084932
625	-0.02368606;-0.13290567;-0.04997008;-0.02579268;-0.02872781;0.04710326;-0.06359599;-0.01486357;0.02524141;-0.03206387;0.08773989;-0.02167683;-0.08114455;0.11939319;0.00999124;-0.10779264;-0.07615317;-0.00370223;0.02031751;0.11094611;0.01819581;-0.1058888;0.10169529;-0.27251132;0.17104354
691	-0.09784737;-0.05850811;0.04015556;-0.1140855;-0.02827679;-0.00621733;-0.18727813;0.00502418;-0.28480856;-0.26481057;-0.10406978;-0.02830284;0.03116932;-0.18963628;0.14004919;0.15061258;-0.1731191;-0.33313606;-0.23937013;0.13248991;0.02590256;0.19214787;-0.26092816;0.0937139;-0.14976222
116	-0.02552877;-0.19615037;-0.02980838;0.05415444;0.10859471;-0.04436243;-0.02207506;-0.13218505;0.08177552;-0.07030711;0.16668859;-0.02348922;-0.01722081;0.4329155;-0.20642981;0.21640656;-0.00477825;-0.21917439;-0.07631339;-0.11943847;-0.05094005;-0.01745404;0.02326421;0.14782132;0.00972952
931	2.51033118e-01;2.04012470e-04;1.00320868e-01;1.14653191e-01;-5.60824800e-02;1.88108040e-02;1.47416826e-03;3.80597546e-03;-2.72247843e-02;-3.01897917e-03;-2.08083709e-02;-1.18210907e-01;-2.13752179e-02;7.71183208e-02;1.09358630e-01;1.11454137e-02;1.69093010e-02;1.36715546e-01;1.08003041e-01;-8.78852153e-02;3.28154618e-01;5.57019367e-01;-1.48044463e-01;7.51243953e-02;1.65219457e-01
53	-0.13279478;0.04951754;-0.13079685;0.05595701;0.10061485;-0.05647458;-0.04962999;-0.06395473;0.11078324;0.01931518;0.26052851;0.02569656;0.10855529;-0.09648991;0.06542383;-0.07456178;-0.02517607;0.03076901;0.02243738;0.02577922;0.00039151;0.04326686;0.03528201;-0.05201246;-0.04110101
445	-0.21659823;0.14446508;0.43169734;-0.43096959;-0.17467432;-0.26756961;0.11002781;-0.09445392;0.09217683;-0.01274327;0.09041677;0.06135967;-0.13184248;-0.14172581;0.00446692;0.09072201;-0.09651798;-0.09582773;-0.04865185;-0.06634366;0.21829996;-0.07118979;-0.02975893;-0.06355272;0.13215584
135	2.48430705e-01;6.06089245e-02;-4.97214226e-02;-3.77911121e-02;-5.18837420e-02;-1.67422457e-02;-9.30769958e-02;-4.20042715e-06;3.50926768e-02;4.67201497e-03;5.23292465e-02;-2.08277998e-02;-5.59871106e-02;1.27497186e-01;4.71180194e-02;-1.05378016e-01;-3.42779536e-02;-4.31150767e-02;2.27144674e-02;7.34033595e-02;-3.99165953e-03;-1.22495305e-01;6.10893843e-02;-2.61861922e-01;8.46352484e-02
895	-1.56270069e-01;5.45874379e-02;5.67526138e-02;2.96194513e-02;1.68989493e-02;-4.87232064e-02;1.22005051e-04;2.92732475e-01;-3.66910611e-02;-4.49443357e-02;1.40431210e-02;-8.46393117e-02;-6.90309397e-02;-1.66095094e-01;1.76171857e-02;4.45885430e-02;-1.59596492e-02;-1.26147310e-01;-2.36217020e-01;4.61271010e-02;2.52335099e-01;2.09550172e-02;1.25699756e-01;2.36171101e-02;2.68329819e-02
704	2.87876579e-02;-2.67566998e-04;1.69594002e-01;-1.45586652e-01;4.36560608e-01;6.41169352e-01;2.98563386e-01;-1.36031726e-01;2.10569948e-02;9.75356028e-03;-1.03637748e-01;7.16545854e-02;-4.92602085e-02;-7.83777993e-02;-1.81248545e-02;-3.60841124e-03;-8.83257946e-02;-2.27679669e-02;-1.54130987e-02;6.75144305e-02;-1.01152188e-01;-4.95547490e-02;4.18770517e-02;4.29803772e-02;9.76335568e-03
891	-0.38510279;0.53633265;-0.0917319;0.17234322;0.0214163;-0.01922686;-0.04844251;-0.02230986;-0.01107099;0.02280627;0.02243943;0.00785133;0.00655928;0.05914907;-0.08532586;0.04715753;-0.07116854;0.01471196;0.05417857;-0.04588463;0.00306599;0.0163856;0.05172533;0.01168455;0.00648282
284	0.03914698;-0.16731326;-0.10219493;0.27632649;-0.48092167;-0.00667191;0.53677903;-0.11557041;-0.23987301;-0.04952119;-0.00687369;0.08601835;0.08125921;-0.04184033;0.02202449;0.04394276;-0.21516662;-0.05323202;-0.02076684;-0.15241458;-0.12565493;-0.01777313;-0.07956199;0.04217777;-0.07068752
901	-0.18480033;0.17360391;-0.0565847;0.02556776;-0.00551927;0.00454461;-0.06760478;-0.01049053;-0.00565867;0.02615295;-0.0322875;-0.06555058;0.05240685;0.07837064;0.00760519;-0.08525487;-0.01514007;0.07737184;-0.00024616;0.00732162;0.01006822;-0.02867156;0.02270824;-0.02261323;-0.02104902
803	-0.00725157;-0.09061184;-0.0220081;-0.06299606;0.05251133;0.14404523;0.00676764;-0.03989025;-0.02741409;0.00428944;0.00035736;-0.05769078;-0.06980758;0.02199452;0.04143497;-0.09134652;0.02143348;0.10276308;0.0990606;0.00804014;0.12730079;-0.10683997;0.03013804;0.08507441;-0.10519579
699	0.74873427;0.35455425;-0.03489962;-0.05248502;-0.04982055;-0.051482;-0.13004097;0.03365721;0.05989882;-0.01127867;0.0113745;-0.01224701;0.0416227;0.01022546;0.00958518;-0.01282965;0.01189251;-0.01974635;0.00115671;0.04695972;-0.02314678;-0.01440414;0.00708846;-0.01626971;-0.03724786
100	-0.02909051;-0.10489973;-0.03620539;-0.0538628;-0.00651901;-0.0004143;-0.09968314;0.00205029;-0.04118144;-0.05590233;-0.0364785;-0.04338858;-0.12479617;-0.05428686;0.03967805;0.00212354;-0.0779464;0.05701636;-0.01519686;0.02408015;0.14607079;-0.04106323;0.08776901;0.0903716;-0.02302973
443	0.08553917;0.04262386;0.02143906;-0.10740757;-0.04554273;-0.02308233;-0.14041289;-0.01063396;-0.08141883;-0.14459083;0.0123656;0.06328877;0.08536562;-0.1330768;0.11409317;0.17661872;0.08434773;-0.15669091;0.10453079;0.02310776;0.24995149;-0.1915258;-0.02389841;-0.08887043;0.21073527
689	-0.04172185;-0.14549497;-0.16663845;-0.08362951;-0.17441464;0.06696276;-0.06743901;-0.11046214;-0.05218516;0.33462334;-0.15033753;-0.0185921;0.10571647;-0.07065695;0.00526207;-0.10317937;-0.07551676;-0.01944851;0.15637167;-0.07977535;0.12693908;-0.18461153;0.04476333;0.48408933;-0.21818399
390	0.62958244;0.23015099;-0.21618495;-0.00797621;-0.18180483;-0.07010506;0.16650723;-0.05797767;0.0690695;-0.07465288;-0.05911294;0.01997042;0.09080996;0.05784772;-0.07183013;0.09974868;0.05347335;-0.1165413;0.01189441;-0.05498922;-0.01024577;0.02879107;0.14135677;-0.00668922;0.02962056
32	-0.02664543;-0.1420127;-0.0273065;-0.03703587;-0.01888678;0.06792841;-0.09539797;-0.05928244;0.02910535;-0.00980524;0.24910515;-0.02466829;-0.10528708;0.32702563;-0.20257765;0.14904025;0.05176975;0.01899485;-0.16209479;0.02817206;-0.03049587;-0.09575764;-0.10521099;0.14693061;-0.06138468
